utterance,category,intent
ask alexa if i can cancel my account,ACCOUNT,delete_account
"the game was postponed, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
"I changed my mind, how can I delete my profile?",ACCOUNT,delete_account
tell me what the free phone number to contact Client Service is,CONTACT,contact_customer_service
"im not happy with the service, make a consumer complaint",FEEDBACK,complaint
can you tell me if i can register several user accounts with the same eail?,ACCOUNT,create_account
"I want a profile, how do I create one?",ACCOUNT,create_account
"I'm not happy with the service, what can I do to submit a cvomplaint?",FEEDBACK,complaint
"please, can you ask Alexa how to close my usder account?",ACCOUNT,delete_account
"i want to obtain an invoice, tell me how I can do it",INVOICES,get_invoice
"I want information, send an email to Customer Service",CONTACT,contact_customer_service
I need help contacting Customer Support,CONTACT,contact_customer_service
"I have a problem paying for my order, can I inform of it?",PAYMENT,payment_issue
tel me if I can have more than one profile,ACCOUNT,create_account
how do I report payment issues?,PAYMENT,payment_issue
ask alexa to recover my account password,ACCOUNT,recover_password
I want to report a problem making a payment,PAYMENT,payment_issue
tell me about downloading a bill,INVOICES,get_invoice
i want to see the email address to contact client sevrice,CONTACT,contact_customer_service
where can i check your reimbursemet policy?,REFUNDS,check_refund_policy
I get a error message when I try to pay for my online order,PAYMENT,payment_issue
I need information about getting some bills,INVOICES,get_invoice
I want to view the delivery options,DELIVERY,delivery_options
I want to know what the frere number of Customer Service is,CONTACT,contact_customer_service
"the concert was cancelled, what can i do to get a refund?",REFUNDS,get_refund
"I have an issue when trying to make a payment, how do I report it?",PAYMENT,payment_issue
how do I see the status of my reimbursement?,REFUNDS,track_refund
can you show me the email address of Client ervice?,CONTACT,contact_customer_service
"my online account was hacked , what do I have to do to get it back?",ACCOUNT,recover_password
how do I know where my orders are?,ORDER,track_order
"I can't find my bill, what do I have to do to view it?",INVOICES,check_invoices
how can I inform of payment problems?,PAYMENT,payment_issue
"I lost my invoice , help me check it",INVOICES,check_invoices
tell me where to get an invoice,INVOICES,get_invoice
an error pops when I attempt to make a payment,PAYMENT,payment_issue
"I want to inform of an issue making a payment, what do I have to do?",PAYMENT,payment_issue
"I have an issue paying with card, what can I do?",PAYMENT,payment_issue
I want to request a refund,REFUNDS,get_refund
where can I report a payment issue?,PAYMENT,payment_issue
ask alexa to contacta human agent,CONTACT,contact_human_agent
"I changed my mind, can you remove my online account?",ACCOUNT,delete_account
"my account's been hacked, help me recover it",ACCOUNT,recover_password
"I want to see your refund policy, what should I do?",REFUNDS,check_refund_policy
"ask Alexa if I could check the options for ticket delivery, please",DELIVERY,delivery_options
ask alexa if i casn check their payment options,PAYMENT,check_payment_methods
"I got an error when I attempted to make a payment, but my card was charged anyway and I want to notify it",PAYMENT,payment_issue
I want to know how I can track my packages,ORDER,track_order
"id like to get information about requesting a bill, please",INVOICES,get_invoice
i have a problem paying for my online order and i want to inform of it,PAYMENT,payment_issue
Iwould like to request a reund,REFUNDS,get_refund
I need informationn about the mail of the Client Service,CONTACT,contact_customer_service
ask alexa if i could remove my fucking user account,ACCOUNT,delete_account
"i can't find my invoice, what should i do to see it?",INVOICES,check_invoices
ask alexa if customer support is available,CONTACT,contact_customer_service
can you tell me if i can create two user accounts with a single email address?,ACCOUNT,create_account
"i didn't receive my bill, can i see it?",INVOICES,check_invoices
"I changed my mind, what can I do to remove my online account?",ACCOUNT,delete_account
how can I know where my shipment is?,ORDER,track_order
"I got an error message when I attempted to make a payment, but I was charged anyway , what do I have to do?",PAYMENT,payment_issue
"i made a mistake, could you ask alexa to change my order?",ORDER,change_order
"I want to notify a payment problem, what can I do?",PAYMENT,payment_issue
"I don't like the service, what do I have to do to make a consumer complaint?",FEEDBACK,complaint
"I don't understand you, how do I talk to someone?",CONTACT,contact_human_agent
"the event was cancelled , what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
where do I close my user account?,ACCOUNT,delete_account
I need help notifying problems paying,PAYMENT,payment_issue
tell me if I can have more than one user account,ACCOUNT,create_account
where do I track my package ?,ORDER,track_order
"please, tell me if I could create more than one account with a single email",ACCOUNT,create_account
I want to change my purchase,ORDER,change_order
where do I write an opinion for a service?,FEEDBACK,review
i need information about the delivery options,DELIVERY,delivery_options
i cant remember my password and i want to reset it,ACCOUNT,recover_password
can you tell me if i can register more than one profile with the same email?,ACCOUNT,create_account
can you request an invoice ?,INVOICES,get_invoice
"could you ask Alexa to change to another fucking online account, please?",ACCOUNT,switch_account
I want to change to another online accdount,ACCOUNT,switch_account
i havent got a user account and i wanna open one,ACCOUNT,create_account
how to see some invoices,INVOICES,get_invoice
"I don't have a user account, what do I have to do?",ACCOUNT,create_account
how to see your payment methods,PAYMENT,check_payment_methods
"could you tell me what the fucking email address to contact Customer Service is, please?",CONTACT,contact_customer_service
I want to see the status of my refund,REFUNDS,track_refund
"my online account sas hacked, what can I do to get it back?",ACCOUNT,recover_password
"please, i wanna get information about obtaining some bills",INVOICES,get_invoice
ask alexa how i can solve a payment problem,PAYMENT,payment_issue
"i want to solve an issue with my payment, what can i do?",PAYMENT,payment_issue
"i changed my mind, what should i do to cancel my account?",ACCOUNT,delete_account
ask Alexa if i can download some invoices,INVOICES,get_invoice
"I got an error message when I tried to make a payment, but I was charged anyway, what can I do to inform of it?",PAYMENT,payment_issue
"the concert was cancelled, what should I do to get a refund?",REFUNDS,get_refund
tell me if theres a newsletter I can receive,NEWSLETTER,newsletter_subscription
"you arent helping, i need help speaking with someone",CONTACT,contact_human_agent
can I register two user accounts with an single email address?,ACCOUNT,create_account
"I want to obtain a refund, can you help me?",REFUNDS,get_refund
I want to see an invoice,INVOICES,get_invoice
"my profile was hacked, what can I do to recover it?",ACCOUNT,recover_password
can u ask alexa how to contact fucking customer service?,CONTACT,contact_customer_service
"I bought a product, what should I do to modify my order?",ORDER,change_order
"could u ask alexa to provide information about the delivery period for my ticket, please?",DELIVERY,delivery_period
i wanna know if my package is on its way,ORDER,track_order
where can I notify problems making a payment?,PAYMENT,payment_issue
tell me if I cann register two profiles with a single email address,ACCOUNT,create_account
can u ask alexa where to inform of a problem paying?,PAYMENT,payment_issue
"I have an issue when trying to pay for my online order, help me notify it, please",PAYMENT,payment_issue
"you arent helping, can u speak with a human?",CONTACT,contact_human_agent
"i have a problem paying for my order, report it",PAYMENT,payment_issue
can you tell me if I can create two online accounts with a single email address?,ACCOUNT,create_account
I want to make a consumer complaint for a service,FEEDBACK,complaint
"I would like to download some bills, can you tell me how I can do it?",INVOICES,get_invoice
"I want a reimbursement, can I get one?",REFUNDS,get_refund
"I want to see the cancellation penalty, can you help me?",CANCELLATION_FEE,check_cancellation_fee
how do I report an issue with my payment?,PAYMENT,payment_issue
"I have a issue making a payment, how do I report it?",PAYMENT,payment_issue
i need information about getting some bills,INVOICES,get_invoice
"please, could u ask alexa where i could lodge a complaint for a service?",FEEDBACK,complaint
where could I view your money back policy?,REFUNDS,check_refund_policy
where odl i register?,ACCOUNT,create_account
"I have an issue when trying to pay for my order, notify it",PAYMENT,payment_issue
"i want to see some invoices, can you show me some information?",INVOICES,get_invoice
"I can't find my invoices, help me view them",INVOICES,check_invoices
i wanna send an email to client service,CONTACT,contact_customer_service
"I want to obtain a bill, tell me where I can do it",INVOICES,get_invoice
"I have a problem when trying to make a payment, help me notify it",PAYMENT,payment_issue
"i lost my account password, what do i have to do to recover it?",ACCOUNT,recover_password
"the game was postponed, help me obtain a refund",REFUNDS,get_refund
"please, ask Alexa how to download a ufcking bill",INVOICES,get_invoice
"I want to use my other online account, what do I have to do to switch them?",ACCOUNT,switch_account
can you tell me if I can make a payment with credit card?,PAYMENT,check_payment_methods
how to see the delivery options,DELIVERY,delivery_options
what information do you have about requesting some bills?,INVOICES,get_invoice
how can I make changes to my profile?,ACCOUNT,edit_account
can I inform of problems with my payment?,PAYMENT,payment_issue
"could you ask Alexa how to cancel my account, please?",ACCOUNT,delete_account
I want to see the mail of the Client Service,CONTACT,contact_customer_service
where to notify an issue paying,PAYMENT,payment_issue
"I want to remove my account, where can I do it?",ACCOUNT,delete_account
can you send an email to Client Service?,CONTACT,contact_customer_service
do you mind asking alexa if I could track my order?,ORDER,track_order
"my online account's been hacked, how can Irecover it?",ACCOUNT,recover_password
can you tell me how to know where my order is?,ORDER,track_order
"I want to see a invoice, tell me how I can do it",INVOICES,get_invoice
"can you ask Alexa how I could check their refund policy, please?",REFUNDS,check_refund_policy
tell me what the phone number of Client Service is,CONTACT,contact_customer_service
can you tell me how I can track my shipments?,ORDER,track_order
can u ask alexa if I can change my purchase?,ORDER,change_order
"I want information, what do I have to do to send an email to Customer Support?",CONTACT,contact_customer_service
"I don't understand you, how can I speak with a human agent?",CONTACT,contact_human_agent
"the game was postponed, how do I request a reimbursement?",REFUNDS,get_refund
"can you ask Alexa to solve a problem paying, please?",PAYMENT,payment_issue
can u ask alexa how i can request a reimbursement?,REFUNDS,get_refund
"the game was cancelled, how do I obtain a refund?",REFUNDS,get_refund
"I want to submit a comment, what can I do?",FEEDBACK,review
I had issues when trying to create a profile,ACCOUNT,registration_problems
"i dont want my fucking user account, how can i remove it?",ACCOUNT,delete_account
where do i report a payment issue?,PAYMENT,payment_issue
how to obtain a bill,INVOICES,get_invoice
"I can't find my fucking invoice, what do I have to do to see it?",INVOICES,check_invoices
can you tell me how to check my orders?,ORDER,track_order
I want to know if I can own several user accounts,ACCOUNT,create_account
"I wanna request a bill, can you tell me where to do it?",INVOICES,get_invoice
"I don't like the service, what do I have to do to make a complaint?",FEEDBACK,complaint
"I want to see an invoice, can you tell me how I can do it?",INVOICES,get_invoice
"I have a probelm paying for my order, how do I inform of it?",PAYMENT,payment_issue
help me inform of issues with my payment,PAYMENT,payment_issue
can you tell me where I can get an invoice?,INVOICES,get_invoice
"you arent helping, contact someone, please",CONTACT,contact_human_agent
"I want to inform of a problem making a payment, whta cfan I do?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but my card was charged anyway",PAYMENT,payment_issue
"I want information, I need help talking to Customer Service",CONTACT,contact_customer_service
"I changed my mind, how can I remove my online account?",ACCOUNT,delete_account
"I have a problem when trying to pay with card, inform of it",PAYMENT,payment_issue
"I haven't got an account and I would like to register, please",ACCOUNT,create_account
"I can't find my bills, what should I do to check them?",INVOICES,check_invoices
"can u ask alexa how i could mje a complaint, please?",FEEDBACK,complaint
"I got an error message when I attempted to make a payment, but I was charged anyway, can you inform of it?",PAYMENT,payment_issue
I want to talk to Client Service,CONTACT,contact_customer_service
how to make changes to my shipping address,SHIPPING,change_shipping_address
where to check the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
I can't understand you and I want to speak with a human,CONTACT,contact_human_agent
"ask Alexa where I could see the delivery options, please",DELIVERY,delivery_options
where do I obtain a refund?,REFUNDS,get_refund
can you tell me about the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
I loxt my account password and I want to retrieve it,ACCOUNT,recover_password
how to see a bill,INVOICES,get_invoice
"I got an error message when I tried to pay, but I was charged anyway, can you inform of it?",PAYMENT,payment_issue
ask alexa to check the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
can you show me the mail address of the Customer Support?,CONTACT,contact_customer_service
I want to know how I can track my order,ORDER,track_order
"I have an issue when trying to pay with card, inform of it",PAYMENT,payment_issue
"i want information, can i talk to customer service?",CONTACT,contact_customer_service
"I want to request some bills, tell me how I can do it",INVOICES,get_invoice
"you aren't helping, help me contact a person",CONTACT,contact_human_agent
"I changed my mind, can I cancel my online account?",ACCOUNT,delete_account
"please, ask Alexa how I could notify issues making a payment",PAYMENT,payment_issue
"I ordered a product, what can I do to change my purchase?",ORDER,change_order
"the show was cancelled, how can I obtain a reimbursement?",REFUNDS,get_refund
I want to see the email of hte Client Serviice,CONTACT,contact_customer_service
whenwill my shipment arrive?,ORDER,track_order
"I have a problem making a payment with card, how can I inform of it?",PAYMENT,payment_issue
"I can't understand you, how could I talk to someone?",CONTACT,contact_human_agent
"I changed my mind, help me close my profle",ACCOUNT,delete_account
i wanna know if i can register two online accounts with a single email,ACCOUNT,create_account
"i want to see your reimbursement policy, what should i do?",REFUNDS,check_refund_policy
help me close my user account,ACCOUNT,delete_account
"i am happy with the service, can i file a review?",FEEDBACK,review
"an error message pops when i try to make a payment, what can i do?",PAYMENT,payment_issue
"i  want to see my invoice, whaty should i do?",INVOICES,check_invoices
ask alexa to speak with customer support,CONTACT,contact_customer_service
"can u ask alexa how to request some invoices, please?",INVOICES,get_invoice
"i want to use my other profile, what should i do to switch them?",ACCOUNT,switch_account
"i am happy with the service, could i lodge a review?",FEEDBACK,review
"youre not helping, i need help speaking with a human",CONTACT,contact_human_agent
"please, can u ask alexa where to check my invoice?",INVOICES,check_invoices
can you tell me where to track my shipments?,ORDER,track_order
I want to know if my reimbursement was processed,REFUNDS,track_refund
how can I request an invoice?,INVOICES,get_invoice
"please, could u ask alexa if my order is on its way?",ORDER,track_order
 havent got a user account and i wannaregister,ACCOUNT,create_account
"I can't understand you, talk to a human",CONTACT,contact_human_agent
I want to request information about downloading an invoice,INVOICES,get_invoice
id like to retrieve my password,ACCOUNT,recover_password
I want to check my package,ORDER,track_order
how do i check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
"could u ask alexa where i can see their fucking payment methods, please?",PAYMENT,check_payment_methods
I get an ereor when I attempt to pay with card,PAYMENT,payment_issue
"I want to reset my account password, can you help me?",ACCOUNT,recover_password
"I need information, what do I have to do to send an email to Client Service?",CONTACT,contact_customer_service
I want to know something about requesting some invoices,INVOICES,get_invoice
"i cant understand you , help me contact a person",CONTACT,contact_human_agent
tell me how long it takes for a ticket to arrive,DELIVERY,delivery_period
"i wanna check your money back policy, what should i do?",REFUNDS,check_refund_policy
"i wanna make a consumer complaint for a service, what do i have to do?",FEEDBACK,complaint
I need information about the cancellation  penalties,CANCELLATION_FEE,check_cancellation_fee
what information do you have about obtaining some bills?,INVOICES,get_invoice
"I bought something, help me change my order",ORDER,change_order
tell me how I can track my deliveries,ORDER,track_order
I want to request information about getting a bill,INVOICES,get_invoice
"I'd ilke to report a payment problem, what can I do?",PAYMENT,payment_issue
"you're not helping, what should I do to contact someone?",CONTACT,contact_human_agent
"I have a problem paying for my online order, what should I do to notify ti?",PAYMENT,payment_issue
"I don't have a user account, help me create one, please",ACCOUNT,create_account
"I have an issue making a payment, can you belp me ?",PAYMENT,payment_issue
"could u ask alexa how to notify a fucking issue making a payment, please?",PAYMENT,payment_issue
I need information about the email address of the Client Service,CONTACT,contact_customer_service
where to write an opinion for a service,FEEDBACK,review
"im not happy with the service, what do i have to do to file a complaint?",FEEDBACK,complaint
ask Alexa if i could obtain a fucking bill,INVOICES,get_invoice
ask alexa how to solve an issue making a payment,PAYMENT,payment_issue
ask alexa where i can logde a complaint for a service,FEEDBACK,complaint
"I got an error message when I tried to pay, but my card was charged anyway, how do I report it?",PAYMENT,payment_issue
i want to know what the email addresss to contact Customer Service is,CONTACT,contact_customer_service
can you tell me if i could create several accounts with the same email address?,ACCOUNT,create_account
where is my purchase?,ORDER,track_order
"I don't want my profile, can you cancel it?",ACCOUNT,delete_account
"I want to see the status of my reimbursement, what do I have to do?",REFUNDS,track_refund
"I want to see a bill, tell me where to do it",INVOICES,get_invoice
I need help solving a payment issue,PAYMENT,payment_issue
where can I inform of an issue paying?,PAYMENT,payment_issue
i want to inform of a problem paying,PAYMENT,payment_issue
"I have an issue paying for my online order, can you help me?",PAYMENT,payment_issue
can you ask Alexa how I could report a problem with my payment ?,PAYMENT,payment_issue
"I made a mistake, what can I do to modify my purchase?",ORDER,change_order
"I bought an item, what do I have to do to change my purchase?",ORDER,change_order
"I want a user account and I would like to open one, please",ACCOUNT,create_account
what can you tell me about receiving the newsletter?,NEWSLETTER,newsletter_subscription
"I want to change my purchase, tell me where to do it",ORDER,change_order
"i have no account, how can i register?",ACCOUNT,create_account
ask alexa if i can modify the information on my profile,ACCOUNT,edit_account
"I can't find my invoice, can I see it?",INVOICES,check_invoices
"I lost my password, I need help retrieving it",ACCOUNT,recover_password
"please, ask lAexa how I can see their moneyback guarantee",REFUNDS,check_refund_policy
"could you ask Alexa how I can solve problems with my payment, please?",PAYMENT,payment_issue
could u ask alexa how to report a problem paying?,PAYMENT,payment_issue
"I got an error message hwen I tried to make a payment, but my card was charged anyway, can I notify it?",PAYMENT,payment_issue
can you tell me where to see an invoice?,INVOICES,get_invoice
"I have a question, I need help speaking with Client Service",CONTACT,contact_customer_service
I want to know how  to subscribe to the newsletter,NEWSLETTER,newsletter_subscription
"I haven't got an online account, can you help me?",ACCOUNT,create_account
can you tell me what the mail to contact Customer Service is?,CONTACT,contact_customer_service
i wanna know what the mail address of customer support is,CONTACT,contact_customer_service
i wanna see the mail address tocontact Client Service,CONTACT,contact_customer_service
"I'd like to download some fucking invoices, tell me how I can do it, please",INVOICES,get_invoice
"I want information,I need help sending an email to Customer Support",CONTACT,contact_customer_service
"I have a problem paying with card, help me notify it, please",PAYMENT,payment_issue
tell me if I can track my deliveries,ORDER,track_order
can u ask alexa how to track my order?,ORDER,track_order
"I want to checkmy packages, tell me where to xo it",ORDER,track_order
"I need information, contact Customer Support",CONTACT,contact_customer_service
ask alexa how i can talk to customer service,CONTACT,contact_customer_service
"i got an error message when i tried to make a payment, but i was charged anyway and i wanna notify it",PAYMENT,payment_issue
"I don't want my account, I need help deleting it",ACCOUNT,delete_account
"could you ask Alexa how I can check my bill, please?",INVOICES,check_invoices
can u ask alexa where to notify an issue with my payment?,PAYMENT,payment_issue
"I lost my account password, what can I do to retrieve it?",ACCOUNT,recover_password
"you aren't helping, how can I speak with a human?",CONTACT,contact_human_agent
"I want to use my other online account, I need help switching them",ACCOUNT,switch_account
"you aren't helping, can you speak with a person?",CONTACT,contact_human_agent
where is my order?,ORDER,track_order
ask Alexa how I could change my purchase,ORDER,change_order
where do I cancel my user account?,ACCOUNT,delete_account
can  you tell me what the free phone number of Client Service is?,CONTACT,contact_customer_service
I want to check my shipments,ORDER,track_order
can i make changes to the information on my profile?,ACCOUNT,edit_account
how to check my invoices,INVOICES,check_invoices
"I'm happy with the service, make a review",FEEDBACK,review
can I chhange to another user account?,ACCOUNT,switch_account
tell me if I could make a payment withVisa,PAYMENT,check_payment_methods
what are the options for ticket delivery?,DELIVERY,delivery_options
"I didn't receive my invoices, what do I have to do to check them?",INVOICES,check_invoices
i bought a product and i want to change my order,ORDER,change_order
can you ask Alexa if I can solve fucking payment problems ?,PAYMENT,payment_issue
"an error pops when i attempt to pay, what can i do?",PAYMENT,payment_issue
"I want to check the options for ticket delivery, can you help me?",DELIVERY,delivery_options
where can I check my shipmetn?,ORDER,track_order
"I lost my account password, how do I recover it?",ACCOUNT,recover_password
I want information and I want to speak with Customer Service,CONTACT,contact_customer_service
can you tell me if I can own more than one user account?,ACCOUNT,create_account
tell me when my ticket will arrive,DELIVERY,delivery_period
"i got an error message when i attempted to pay, but i was charged anyway, what should i do to notify it?",PAYMENT,payment_issue
I forgot my password,ACCOUNT,recover_password
could you ask Alexa how I can view their refund policy?,REFUNDS,check_refund_policy
"I have a problem when trying to pay for my online order, what can I do to notify it?",PAYMENT,payment_issue
ilost my password and i wanna retrieve it,ACCOUNT,recover_password
"you're not helping, can I contact someone?",CONTACT,contact_human_agent
where to check the status of my purchase,ORDER,track_order
"i have a problem making a payment, what do i have to do to inform of it?",PAYMENT,payment_issue
"the transaction was declined, what do I have to do?",PAYMENT,payment_issue
"I get an error when I attempt to pay, can you help me?",PAYMENT,payment_issue
ask alexa where i can notify problems paying,PAYMENT,payment_issue
"please, could you ask Alexa how I could solve problems making a payment?",PAYMENT,payment_issue
"i want to use my otheraccount, what should i do to switch them?",ACCOUNT,switch_account
"I want information , how can I speak with Client eSrvice?",CONTACT,contact_customer_service
"I get an error message whne I attempt to pay with card, what do I have to do?",PAYMENT,payment_issue
where can I check my delivery?,ORDER,track_order
"I'd like to request an invoice, can you tell me how to do it?",INVOICES,get_invoice
"I foprgot my account password, what should I do?",ACCOUNT,recover_password
can u ask Alexa where to get an invoice?,INVOICES,get_invoice
I need help solving issues paying,PAYMENT,payment_issue
i need help writing a comment,FEEDBACK,review
"I have a problem when trying to pay with card, can you notify it?",PAYMENT,payment_issue
"I don't want my online account, what should I do to delete it?",ACCOUNT,delete_account
"I want to lodge a complaint for a service, what can I do?",FEEDBACK,complaint
"could u ask alexa how i could view the options for delivery, please?",DELIVERY,delivery_options
cn u ask alexaif i could see my invoices?,INVOICES,check_invoices
I wanna get information about obtaining a bill,INVOICES,get_invoice
I need information and I want to talk to Customer Support,CONTACT,contact_customer_service
"please, do you mind asking Alexa if my orders are on theit awy?",ORDER,track_order
how do I obtain some bills?,INVOICES,get_invoice
how could i file a complaint?,FEEDBACK,complaint
"I have a question, help me call Customer Service",CONTACT,contact_customer_service
I want to check my delivery,ORDER,track_order
how can I change the information on my profile?,ACCOUNT,edit_account
csn you contact a human?,CONTACT,contact_human_agent
"i have a question, i need help talking to customer support",CONTACT,contact_customer_service
"I can't find my invoices, how can I check them?",INVOICES,check_invoices
"I got an error when I tried to pay, but I was charged anyway, help me notify it",PAYMENT,payment_issue
"I want to request information about obtaining an invoice, please",INVOICES,get_invoice
"ask alexa how to report issues making a payment, please",PAYMENT,payment_issue
whrre do I file a complaint?,FEEDBACK,complaint
"I have a problem paying with card, I need help reporting it",PAYMENT,payment_issue
help me change my shipping address,SHIPPING,change_shipping_address
"the game was cancelled, what do i have to do to get a reimbursement?",REFUNDS,get_refund
"please, ask alexa where i can track my reimbursement",REFUNDS,track_refund
"I have a question, what can I do to send an email to Customer Service?",CONTACT,contact_customer_service
can u ask alexa where i can receive a reimbursement?,REFUNDS,get_refund
"I want to change my purtchase, tell me how I can do it",ORDER,change_order
an error message pops when i trfy to pay,PAYMENT,payment_issue
"I can't dind my invoices, can I see them ?",INVOICES,check_invoices
"i changed my mind, i need help removing my user account",ACCOUNT,delete_account
"i got an error when i tried to make a payment, but i was charged anyway, help me notify it",PAYMENT,payment_issue
ask alexa how to report a problem paying,PAYMENT,payment_issue
"I don't want my profile, how do I close it?",ACCOUNT,delete_account
"I want to see your paymrnt options, can you help me?",PAYMENT,check_payment_methods
"I have an issue when trying to pay, what do I have to do to inform of it?",PAYMENT,payment_issue
"i need a refund, how can i obtain one?",REFUNDS,get_refund
ask alexa how to write a comment for a service,FEEDBACK,review
how can I track my purchase ?,ORDER,track_order
youre not helping and i wanna speak with someone,CONTACT,contact_human_agent
"could u speak with a person, please?",CONTACT,contact_human_agent
where to view the status of my refund,REFUNDS,track_refund
I get an error message when I try to make a payment,PAYMENT,payment_issue
"i didn't receive my invoice, how can i check it?",INVOICES,check_invoices
i want to know if i can create two accounts with a single email address,ACCOUNT,create_account
"I want to see the status of my purchase, what should I do?",ORDER,track_order
"I made a mistake, what do i have to do to change my order?",ORDER,change_order
"i have a problem when trying to pay for my online order, inform of it",PAYMENT,payment_issue
"I want a user account, how do I open one?",ACCOUNT,create_account
where do i view the status of my refund?,REFUNDS,track_refund
can I see the options for delivery?,DELIVERY,delivery_options
"i have a question , help me contact client service, please",CONTACT,contact_customer_service
"please, could you ask Alexa how I could know where my package is?",ORDER,track_order
"i dont like the service, submit a consumer complaint, please",FEEDBACK,complaint
"ask Alexa how I could solve payment issues, please",PAYMENT,payment_issue
"I have a question, what should I do to speak with Customer Support?",CONTACT,contact_customer_service
can you show me the email of Customer Support?,CONTACT,contact_customer_service
could u ask alexa if i can see my bills?,INVOICES,check_invoices
"i want to use my other online account, how do i switch them?",ACCOUNT,switch_account
can u ask alexa how i can report an issue paying?,PAYMENT,payment_issue
can u ask alexa if i can view my invoice?,INVOICES,check_invoices
I need help reporting a problem with ym payment,PAYMENT,payment_issue
"you aren't helping , how can I talk to a human agent?",CONTACT,contact_human_agent
"the event was cancelled  , obtain a reimbursement",REFUNDS,get_refund
I want to know if I can create two online accounts with the xame email address,ACCOUNT,create_account
can u ask alexa to show me the delivery options?,DELIVERY,delivery_options
"i dont want my online account, help me close it",ACCOUNT,delete_account
"I purchased a product, what do i have to do to change my purchase?",ORDER,change_order
can i close my user account?,ACCOUNT,delete_account
I need help leaving an opinion for a esrvce,FEEDBACK,review
im discontent with the service and i want to file a complaint,FEEDBACK,complaint
"I want to track my order, tell me how to do it",ORDER,track_order
"i wanna open an online adcount, can u help me?",ACCOUNT,create_account
I wanna get information about receiving the newsletter,NEWSLETTER,newsletter_subscription
ask alexa how I can request somebills,INVOICES,get_invoice
I want to know if i can change my purchase,ORDER,change_order
"please, I want to know what the email of the Client Service is",CONTACT,contact_customer_service
what information do you have about downloading an invoice?,INVOICES,get_invoice
"I purchased a product and i want to change my purchase, please",ORDER,change_order
ask alexa where to view their money back guarantee,REFUNDS,check_refund_policy
"I have a problem hwen trying to pay, can you help me?",PAYMENT,payment_issue
"I have an issue making a payment with card, how do I report it?",PAYMENT,payment_issue
"I hve an issue paying for my online order, what do I have to do?",PAYMENT,payment_issue
"my fucking profile has been hacked, what should i do to get it back?",ACCOUNT,recover_password
I lost my password and I want to reset it,ACCOUNT,recover_password
"i dont have an online account, what can i do?",ACCOUNT,create_account
i lost my bill and i wanna check it,INVOICES,check_invoices
I want to see the number to contact Client Service,CONTACT,contact_customer_service
"please, can u ask alexa how i can view my bills?",INVOICES,check_invoices
"could you tell me if I could register more than one account with a single email address, please?",ACCOUNT,create_account
can i register several accounts with the same email?,ACCOUNT,create_account
"i bought an item, how do I modify my purchase?",ORDER,change_order
"I got an error message when I tried to pay, but my card was charged anyway",PAYMENT,payment_issue
I bought something and  want to modify my purchase,ORDER,change_order
where to view the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
I wanna know about modifying my purchase,ORDER,change_order
how can I make a complaint?,FEEDBACK,complaint
"I don't understand you, what should I do to speak with a human?",CONTACT,contact_human_agent
help me get a refund,REFUNDS,get_refund
"you aren't helping, I need help talking to a human agent",CONTACT,contact_human_agent
"I lost my account password, recover it",ACCOUNT,recover_password
"I can't find my invoice, what do I have to do to check it?",INVOICES,check_invoices
"I ordered something, how can i modify my purchase?",ORDER,change_order
"I have an issue when trying to pay with card, what do I have to do to report it?",PAYMENT,payment_issue
how can I notify a problem with my payment?,PAYMENT,payment_issue
I wanna know how I can see some invoices,INVOICES,get_invoice
what can you tell me about obtaining some invoices?,INVOICES,get_invoice
"I get an error when I try to pay, what do I have to do?",PAYMENT,payment_issue
"i wanna see the status of my purchase, can u help me?",ORDER,track_order
how do I delete my online account?,ACCOUNT,delete_account
contact Client Service,CONTACT,contact_customer_service
"i dont like the service, what do i have to do to file a complaint?",FEEDBACK,complaint
"i dont have a shipping address, what do i have to do to set one up?",SHIPPING,set_up_shipping_address
can you show me information about the delivery period for my tickets?,DELIVERY,delivery_period
tell me where to check my packages,ORDER,track_order
"please, I made a mistake, could u ask alexa to modify my fucking order?",ORDER,change_order
"i need information, speak with customer service",CONTACT,contact_customer_service
"an error pops when I attempt to make a payment, can you help me?",PAYMENT,payment_issue
"I can't remember my account password, what should I do?",ACCOUNT,recover_password
i want to write a comment,FEEDBACK,review
"I want to make an opinion, what do I hve to do?",FEEDBACK,review
"I haven't got an online account, what should I do to open one?",ACCOUNT,create_account
I want information about receiving the newsletter,NEWSLETTER,newsletter_subscription
could i register more than one account with asingle email?,ACCOUNT,create_account
"I bought something, what can I do to change my purchase?",ORDER,change_order
how do i notify problems making a payment?,PAYMENT,payment_issue
"I have a question, what can I do to call Customer Service?",CONTACT,contact_customer_service
where can I track my order?,ORDER,track_order
"I have a problem when trying to pay, I need help informing of it",PAYMENT,payment_issue
i want to know if i can check my order,ORDER,track_order
can u ask alexa if i can check my delivery?,ORDER,track_order
"the fucking game was cancelled, what do i have to do?",REFUNDS,get_refund
"please, could u ask alexa where i can register?",ACCOUNT,create_account
can u ask alexa where to create a user account?,ACCOUNT,create_account
